"model_forecast_date","commodity","futures_model_type","futures_exchange","marketing_year","MYA_price_model_forecast","MYA_price_WASDE_forecast","WASDE_forecast_date","target_price","national_loan_rate","direct_payment_rate","reference_price","CCP_effective_price_model_forecast","CCP_rate_model_forecast","CCP_effective_price_WASDE_forecast","CCP_rate_WASDE_forecast","historical_MYA_price_year1","historical_MYA_price_year2","historical_MYA_price_year3","historical_MYA_price_year4","historical_MYA_price_year5","historical_MYA_5year_range","historical_MYA_price_5year_Olympic_average","effective_reference_price","effective_price_model_forecast","PLC_payment_rate_model_forecast","effective_price_WASDE_forecast","PLC_payment_rate_WASDE_forecast","maximum_PLC_payment_rate","ARC_annual_benchmark_price_year1","ARC_annual_benchmark_price_year2","ARC_annual_benchmark_price_year3","ARC_annual_benchmark_price_year4","ARC_annual_benchmark_price_year5","ARC_annual_benchmark_price_5year_range","ARC_CO_benchmark_price","ARC_CO_price_model_forecast","ARC_CO_price_WASDE_forecast","ARC_IC_price_model_forecast","ARC_IC_price_WASDE_forecast","actual_MYA_price","price_unit"
2022-02-10,"Corn","Single contract","CBOT",2023,5.297443,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.61,3.56,4.53,5.748784,"2017-2021",3.9,3.7,5.297443,0,NA,NA,1.5,3.7,3.7,3.7,4.53,5.748784,"2017-2021",3.976667,5.297443,NA,5.297443,NA,4.55,"U.S. dollars per bushel"
2022-02-10,"Soybeans","Single contract","CBOT",2021,13.45498,13,"2/9/2022",NA,6.2,NA,8.4,NA,NA,NA,NA,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,8.4,13.45498,0,13,0,2.2,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,13.45498,13,13.45498,13,13.3,"U.S. dollars per bushel"
2022-02-10,"Soybeans","Single contract","CBOT",2022,13.54368,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.47,9.33,8.48,8.57,10.8,"2016-2020",9.123333,8.4,13.54368,0,NA,NA,2.2,9.47,9.33,8.48,8.57,8.4,"2016-2020",8.793333,13.54368,NA,13.54368,NA,14.2,"U.S. dollars per bushel"
2022-02-10,"Soybeans","Single contract","CBOT",2023,12.240439,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.33,8.48,8.57,10.8,13.45498,"2017-2021",9.566667,8.4,12.240439,0,NA,NA,2.2,9.33,8.48,8.57,8.4,8.4,"2017-2021",8.483333,12.240439,NA,12.240439,NA,12.4,"U.S. dollars per bushel"
2022-02-10,"Cotton","Single contract","ICE",2021,1.021473,0.9,"2/9/2022",NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.68,0.686,0.703,0.596,"2015-2019",0.659333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2019",NA,NA,NA,NA,NA,0.914,"U.S. dollars per pound"
2022-02-10,"Cotton","Single contract","ICE",2022,0.972833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.686,0.703,0.596,0.663,"2016-2020",0.676333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-2020",NA,NA,NA,NA,NA,0.848,"U.S. dollars per pound"
2022-02-10,"Cotton","Single contract","ICE",2023,0.775545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,0.703,0.596,0.663,1.021473,"2017-2021",0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-2021",NA,NA,NA,NA,NA,0.761,"U.S. dollars per pound"
2022-02-10,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2021,7.381299,7.3,"2/9/2022",NA,3.38,NA,5.5,NA,NA,NA,NA,4.89,3.89,4.72,5.16,4.58,"2015-2019",4.73,5.5,7.381299,0,7.3,0,2.12,5.5,5.5,5.5,5.5,5.5,"2015-2019",5.5,7.381299,7.3,7.381299,7.3,7.63,"U.S. dollars per bushel"
2022-02-10,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2022,7.857304,NA,NA,NA,3.38,NA,5.5,NA,NA,NA,NA,3.89,4.72,5.16,4.58,5.05,"2016-2020",4.783333,5.5,7.857304,0,NA,NA,2.12,5.5,5.5,5.5,5.5,5.5,"2016-2020",5.5,7.857304,NA,7.857304,NA,8.83,"U.S. dollars per bushel"
2022-02-17,"Corn","Single contract","CBOT",2021,5.803778,5.45,"2/9/2022",NA,2.2,NA,3.7,NA,NA,NA,NA,3.61,3.36,3.36,3.61,3.56,"2015-2019",3.51,3.7,5.803778,0,5.45,0,1.5,3.7,3.7,3.7,3.7,3.7,"2015-2019",3.7,5.803778,5.45,5.803778,5.45,6,"U.S. dollars per bushel"
2022-02-17,"Corn","Single contract","CBOT",2022,5.756918,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.36,3.61,3.56,4.53,"2016-2020",3.51,3.7,5.756918,0,NA,NA,1.5,3.7,3.7,3.7,3.7,4.53,"2016-2020",3.7,5.756918,NA,5.756918,NA,6.54,"U.S. dollars per bushel"
2022-02-17,"Corn","Single contract","CBOT",2023,5.361833,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.61,3.56,4.53,5.803778,"2017-2021",3.9,3.7,5.361833,0,NA,NA,1.5,3.7,3.7,3.7,4.53,5.803778,"2017-2021",3.976667,5.361833,NA,5.361833,NA,4.55,"U.S. dollars per bushel"
2022-02-17,"Soybeans","Single contract","CBOT",2021,13.543998,13,"2/9/2022",NA,6.2,NA,8.4,NA,NA,NA,NA,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,8.4,13.543998,0,13,0,2.2,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,13.543998,13,13.543998,13,13.3,"U.S. dollars per bushel"
2022-02-17,"Soybeans","Single contract","CBOT",2022,13.841281,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.47,9.33,8.48,8.57,10.8,"2016-2020",9.123333,8.4,13.841281,0,NA,NA,2.2,9.47,9.33,8.48,8.57,8.4,"2016-2020",8.793333,13.841281,NA,13.841281,NA,14.2,"U.S. dollars per bushel"
2022-02-17,"Soybeans","Single contract","CBOT",2023,12.465389,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.33,8.48,8.57,10.8,13.543998,"2017-2021",9.566667,8.4,12.465389,0,NA,NA,2.2,9.33,8.48,8.57,8.4,8.4,"2017-2021",8.483333,12.465389,NA,12.465389,NA,12.4,"U.S. dollars per bushel"
2022-02-17,"Cotton","Single contract","ICE",2021,1.002381,0.9,"2/9/2022",NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.68,0.686,0.703,0.596,"2015-2019",0.659333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2019",NA,NA,NA,NA,NA,0.914,"U.S. dollars per pound"
2022-02-17,"Cotton","Single contract","ICE",2022,0.942782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.686,0.703,0.596,0.663,"2016-2020",0.676333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-2020",NA,NA,NA,NA,NA,0.848,"U.S. dollars per pound"
2022-02-17,"Cotton","Single contract","ICE",2023,0.754326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,0.703,0.596,0.663,1.002381,"2017-2021",0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-2021",NA,NA,NA,NA,NA,0.761,"U.S. dollars per pound"
2022-02-17,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2021,7.441066,7.3,"2/9/2022",NA,3.38,NA,5.5,NA,NA,NA,NA,4.89,3.89,4.72,5.16,4.58,"2015-2019",4.73,5.5,7.441066,0,7.3,0,2.12,5.5,5.5,5.5,5.5,5.5,"2015-2019",5.5,7.441066,7.3,7.441066,7.3,7.63,"U.S. dollars per bushel"
2022-02-17,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2022,8.095735,NA,NA,NA,3.38,NA,5.5,NA,NA,NA,NA,3.89,4.72,5.16,4.58,5.05,"2016-2020",4.783333,5.5,8.095735,0,NA,NA,2.12,5.5,5.5,5.5,5.5,5.5,"2016-2020",5.5,8.095735,NA,8.095735,NA,8.83,"U.S. dollars per bushel"
2022-02-24,"Corn","Single contract","CBOT",2021,6.008915,5.45,"2/9/2022",NA,2.2,NA,3.7,NA,NA,NA,NA,3.61,3.36,3.36,3.61,3.56,"2015-2019",3.51,3.7,6.008915,0,5.45,0,1.5,3.7,3.7,3.7,3.7,3.7,"2015-2019",3.7,6.008915,5.45,6.008915,5.45,6,"U.S. dollars per bushel"
2022-02-24,"Corn","Single contract","CBOT",2022,5.827498,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.36,3.61,3.56,4.53,"2016-2020",3.51,3.7,5.827498,0,NA,NA,1.5,3.7,3.7,3.7,3.7,4.53,"2016-2020",3.7,5.827498,NA,5.827498,NA,6.54,"U.S. dollars per bushel"
2022-02-24,"Corn","Single contract","CBOT",2023,5.397716,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.61,3.56,4.53,6.008915,"2017-2021",3.9,3.7,5.397716,0,NA,NA,1.5,3.7,3.7,3.7,4.53,6.008915,"2017-2021",3.976667,5.397716,NA,5.397716,NA,4.55,"U.S. dollars per bushel"
2022-02-24,"Soybeans","Single contract","CBOT",2021,13.786113,13,"2/9/2022",NA,6.2,NA,8.4,NA,NA,NA,NA,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,8.4,13.786113,0,13,0,2.2,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,13.786113,13,13.786113,13,13.3,"U.S. dollars per bushel"
2022-02-24,"Soybeans","Single contract","CBOT",2022,13.738287,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.47,9.33,8.48,8.57,10.8,"2016-2020",9.123333,8.4,13.738287,0,NA,NA,2.2,9.47,9.33,8.48,8.57,8.4,"2016-2020",8.793333,13.738287,NA,13.738287,NA,14.2,"U.S. dollars per bushel"
2022-02-24,"Soybeans","Single contract","CBOT",2023,12.46427,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.33,8.48,8.57,10.8,13.786113,"2017-2021",9.566667,8.4,12.46427,0,NA,NA,2.2,9.33,8.48,8.57,8.4,8.4,"2017-2021",8.483333,12.46427,NA,12.46427,NA,12.4,"U.S. dollars per bushel"
2022-02-24,"Cotton","Single contract","ICE",2021,1.003305,0.9,"2/9/2022",NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.68,0.686,0.703,0.596,"2015-2019",0.659333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2019",NA,NA,NA,NA,NA,0.914,"U.S. dollars per pound"
2022-02-24,"Cotton","Single contract","ICE",2022,0.933168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.686,0.703,0.596,0.663,"2016-2020",0.676333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-2020",NA,NA,NA,NA,NA,0.848,"U.S. dollars per pound"
2022-02-24,"Cotton","Single contract","ICE",2023,0.760677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,0.703,0.596,0.663,1.003305,"2017-2021",0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-2021",NA,NA,NA,NA,NA,0.761,"U.S. dollars per pound"
2022-02-24,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2021,7.758996,7.3,"2/9/2022",NA,3.38,NA,5.5,NA,NA,NA,NA,4.89,3.89,4.72,5.16,4.58,"2015-2019",4.73,5.5,7.758996,0,7.3,0,2.12,5.5,5.5,5.5,5.5,5.5,"2015-2019",5.5,7.758996,7.3,7.758996,7.3,7.63,"U.S. dollars per bushel"
2022-02-24,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2022,9.022965,NA,NA,NA,3.38,NA,5.5,NA,NA,NA,NA,3.89,4.72,5.16,4.58,5.05,"2016-2020",4.783333,5.5,9.022965,0,NA,NA,2.12,5.5,5.5,5.5,5.5,5.5,"2016-2020",5.5,9.022965,NA,9.022965,NA,8.83,"U.S. dollars per bushel"
2022-03-03,"Corn","Single contract","CBOT",2021,6.02942,5.45,"2/9/2022",NA,2.2,NA,3.7,NA,NA,NA,NA,3.61,3.36,3.36,3.61,3.56,"2015-2019",3.51,3.7,6.02942,0,5.45,0,1.5,3.7,3.7,3.7,3.7,3.7,"2015-2019",3.7,6.02942,5.45,6.02942,5.45,6,"U.S. dollars per bushel"
2022-03-03,"Corn","Single contract","CBOT",2022,5.830863,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.36,3.61,3.56,4.53,"2016-2020",3.51,3.7,5.830863,0,NA,NA,1.5,3.7,3.7,3.7,3.7,4.53,"2016-2020",3.7,5.830863,NA,5.830863,NA,6.54,"U.S. dollars per bushel"
2022-03-03,"Corn","Single contract","CBOT",2023,5.29864,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.61,3.56,4.53,6.02942,"2017-2021",3.9,3.7,5.29864,0,NA,NA,1.5,3.7,3.7,3.7,4.53,6.02942,"2017-2021",3.976667,5.29864,NA,5.29864,NA,4.55,"U.S. dollars per bushel"
2022-03-03,"Soybeans","Single contract","CBOT",2021,13.400164,13,"2/9/2022",NA,6.2,NA,8.4,NA,NA,NA,NA,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,8.4,13.400164,0,13,0,2.2,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,13.400164,13,13.400164,13,13.3,"U.S. dollars per bushel"
2022-03-03,"Soybeans","Single contract","CBOT",2022,13.725419,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.47,9.33,8.48,8.57,10.8,"2016-2020",9.123333,8.4,13.725419,0,NA,NA,2.2,9.47,9.33,8.48,8.57,8.4,"2016-2020",8.793333,13.725419,NA,13.725419,NA,14.2,"U.S. dollars per bushel"
2022-03-03,"Soybeans","Single contract","CBOT",2023,12.520807,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.33,8.48,8.57,10.8,13.400164,"2017-2021",9.566667,8.4,12.520807,0,NA,NA,2.2,9.33,8.48,8.57,8.4,8.4,"2017-2021",8.483333,12.520807,NA,12.520807,NA,12.4,"U.S. dollars per bushel"
2022-03-03,"Cotton","Single contract","ICE",2021,0.969173,0.9,"2/9/2022",NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.68,0.686,0.703,0.596,"2015-2019",0.659333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2019",NA,NA,NA,NA,NA,0.914,"U.S. dollars per pound"
2022-03-03,"Cotton","Single contract","ICE",2022,0.928506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.686,0.703,0.596,0.663,"2016-2020",0.676333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-2020",NA,NA,NA,NA,NA,0.848,"U.S. dollars per pound"
2022-03-03,"Cotton","Single contract","ICE",2023,0.75657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,0.703,0.596,0.663,0.969173,"2017-2021",0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-2021",NA,NA,NA,NA,NA,0.761,"U.S. dollars per pound"
2022-03-03,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2021,8.000844,7.3,"2/9/2022",NA,3.38,NA,5.5,NA,NA,NA,NA,4.89,3.89,4.72,5.16,4.58,"2015-2019",4.73,5.5,8.000844,0,7.3,0,2.12,5.5,5.5,5.5,5.5,5.5,"2015-2019",5.5,8.000844,7.3,8.000844,7.3,7.63,"U.S. dollars per bushel"
2022-03-03,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2022,9.748071,NA,NA,NA,3.38,NA,5.5,NA,NA,NA,NA,3.89,4.72,5.16,4.58,5.05,"2016-2020",4.783333,5.5,9.748071,0,NA,NA,2.12,5.5,5.5,5.5,5.5,5.5,"2016-2020",5.5,9.748071,NA,9.748071,NA,8.83,"U.S. dollars per bushel"
2022-03-10,"Corn","Single contract","CBOT",2021,6.132782,5.65,"3/9/2022",NA,2.2,NA,3.7,NA,NA,NA,NA,3.61,3.36,3.36,3.61,3.56,"2015-2019",3.51,3.7,6.132782,0,5.65,0,1.5,3.7,3.7,3.7,3.7,3.7,"2015-2019",3.7,6.132782,5.65,6.132782,5.65,6,"U.S. dollars per bushel"
2022-03-10,"Corn","Single contract","CBOT",2022,6.19501,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.36,3.61,3.56,4.53,"2016-2020",3.51,3.7,6.19501,0,NA,NA,1.5,3.7,3.7,3.7,3.7,4.53,"2016-2020",3.7,6.19501,NA,6.19501,NA,6.54,"U.S. dollars per bushel"
2022-03-10,"Corn","Single contract","CBOT",2023,5.550312,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.61,3.56,4.53,6.132782,"2017-2021",3.9,3.7,5.550312,0,NA,NA,1.5,3.7,3.7,3.7,4.53,6.132782,"2017-2021",3.976667,5.550312,NA,5.550312,NA,4.55,"U.S. dollars per bushel"
2022-03-10,"Soybeans","Single contract","CBOT",2021,13.480935,13.25,"3/9/2022",NA,6.2,NA,8.4,NA,NA,NA,NA,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,8.4,13.480935,0,13.25,0,2.2,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,13.480935,13.25,13.480935,13.25,13.3,"U.S. dollars per bushel"
2022-03-10,"Soybeans","Single contract","CBOT",2022,13.973037,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.47,9.33,8.48,8.57,10.8,"2016-2020",9.123333,8.4,13.973037,0,NA,NA,2.2,9.47,9.33,8.48,8.57,8.4,"2016-2020",8.793333,13.973037,NA,13.973037,NA,14.2,"U.S. dollars per bushel"
2022-03-10,"Soybeans","Single contract","CBOT",2023,12.561619,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.33,8.48,8.57,10.8,13.480935,"2017-2021",9.566667,8.4,12.561619,0,NA,NA,2.2,9.33,8.48,8.57,8.4,8.4,"2017-2021",8.483333,12.561619,NA,12.561619,NA,12.4,"U.S. dollars per bushel"
2022-03-10,"Cotton","Single contract","ICE",2021,0.949226,0.9,"3/9/2022",NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.68,0.686,0.703,0.596,"2015-2019",0.659333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2019",NA,NA,NA,NA,NA,0.914,"U.S. dollars per pound"
2022-03-10,"Cotton","Single contract","ICE",2022,0.931063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.686,0.703,0.596,0.663,"2016-2020",0.676333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-2020",NA,NA,NA,NA,NA,0.848,"U.S. dollars per pound"
2022-03-10,"Cotton","Single contract","ICE",2023,0.767007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,0.703,0.596,0.663,0.949226,"2017-2021",0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-2021",NA,NA,NA,NA,NA,0.761,"U.S. dollars per pound"
2022-03-10,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2021,7.862263,7.5,"3/9/2022",NA,3.38,NA,5.5,NA,NA,NA,NA,4.89,3.89,4.72,5.16,4.58,"2015-2019",4.73,5.5,7.862263,0,7.5,0,2.12,5.5,5.5,5.5,5.5,5.5,"2015-2019",5.5,7.862263,7.5,7.862263,7.5,7.63,"U.S. dollars per bushel"
2022-03-10,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2022,9.703503,NA,NA,NA,3.38,NA,5.5,NA,NA,NA,NA,3.89,4.72,5.16,4.58,5.05,"2016-2020",4.783333,5.5,9.703503,0,NA,NA,2.12,5.5,5.5,5.5,5.5,5.5,"2016-2020",5.5,9.703503,NA,9.703503,NA,8.83,"U.S. dollars per bushel"
2022-03-17,"Corn","Single contract","CBOT",2021,6.044085,5.65,"3/9/2022",NA,2.2,NA,3.7,NA,NA,NA,NA,3.61,3.36,3.36,3.61,3.56,"2015-2019",3.51,3.7,6.044085,0,5.65,0,1.5,3.7,3.7,3.7,3.7,3.7,"2015-2019",3.7,6.044085,5.65,6.044085,5.65,6,"U.S. dollars per bushel"
2022-03-17,"Corn","Single contract","CBOT",2022,6.157644,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.36,3.61,3.56,4.53,"2016-2020",3.51,3.7,6.157644,0,NA,NA,1.5,3.7,3.7,3.7,3.7,4.53,"2016-2020",3.7,6.157644,NA,6.157644,NA,6.54,"U.S. dollars per bushel"
2022-03-17,"Corn","Single contract","CBOT",2023,5.524576,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.61,3.56,4.53,6.044085,"2017-2021",3.9,3.7,5.524576,0,NA,NA,1.5,3.7,3.7,3.7,4.53,6.044085,"2017-2021",3.976667,5.524576,NA,5.524576,NA,4.55,"U.S. dollars per bushel"
2022-03-17,"Soybeans","Single contract","CBOT",2021,13.336193,13.25,"3/9/2022",NA,6.2,NA,8.4,NA,NA,NA,NA,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,8.4,13.336193,0,13.25,0,2.2,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,13.336193,13.25,13.336193,13.25,13.3,"U.S. dollars per bushel"
2022-03-17,"Soybeans","Single contract","CBOT",2022,13.807149,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.47,9.33,8.48,8.57,10.8,"2016-2020",9.123333,8.4,13.807149,0,NA,NA,2.2,9.47,9.33,8.48,8.57,8.4,"2016-2020",8.793333,13.807149,NA,13.807149,NA,14.2,"U.S. dollars per bushel"
2022-03-17,"Soybeans","Single contract","CBOT",2023,12.423371,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.33,8.48,8.57,10.8,13.336193,"2017-2021",9.566667,8.4,12.423371,0,NA,NA,2.2,9.33,8.48,8.57,8.4,8.4,"2017-2021",8.483333,12.423371,NA,12.423371,NA,12.4,"U.S. dollars per bushel"
2022-03-17,"Cotton","Single contract","ICE",2021,0.963204,0.9,"3/9/2022",NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.68,0.686,0.703,0.596,"2015-2019",0.659333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2019",NA,NA,NA,NA,NA,0.914,"U.S. dollars per pound"
2022-03-17,"Cotton","Single contract","ICE",2022,0.952485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.686,0.703,0.596,0.663,"2016-2020",0.676333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-2020",NA,NA,NA,NA,NA,0.848,"U.S. dollars per pound"
2022-03-17,"Cotton","Single contract","ICE",2023,0.780082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,0.703,0.596,0.663,0.963204,"2017-2021",0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-2021",NA,NA,NA,NA,NA,0.761,"U.S. dollars per pound"
2022-03-17,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2021,7.846186,7.5,"3/9/2022",NA,3.38,NA,5.5,NA,NA,NA,NA,4.89,3.89,4.72,5.16,4.58,"2015-2019",4.73,5.5,7.846186,0,7.5,0,2.12,5.5,5.5,5.5,5.5,5.5,"2015-2019",5.5,7.846186,7.5,7.846186,7.5,7.63,"U.S. dollars per bushel"
2022-03-17,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2022,9.836839,NA,NA,NA,3.38,NA,5.5,NA,NA,NA,NA,3.89,4.72,5.16,4.58,5.05,"2016-2020",4.783333,5.5,9.836839,0,NA,NA,2.12,5.5,5.5,5.5,5.5,5.5,"2016-2020",5.5,9.836839,NA,9.836839,NA,8.83,"U.S. dollars per bushel"
2022-03-24,"Corn","Single contract","CBOT",2021,6.066273,5.65,"3/9/2022",NA,2.2,NA,3.7,NA,NA,NA,NA,3.61,3.36,3.36,3.61,3.56,"2015-2019",3.51,3.7,6.066273,0,5.65,0,1.5,3.7,3.7,3.7,3.7,3.7,"2015-2019",3.7,6.066273,5.65,6.066273,5.65,6,"U.S. dollars per bushel"
2022-03-24,"Corn","Single contract","CBOT",2022,6.378598,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.36,3.61,3.56,4.53,"2016-2020",3.51,3.7,6.378598,0,NA,NA,1.5,3.7,3.7,3.7,3.7,4.53,"2016-2020",3.7,6.378598,NA,6.378598,NA,6.54,"U.S. dollars per bushel"
2022-03-24,"Corn","Single contract","CBOT",2023,5.705154,NA,NA,NA,2.2,NA,3.7,NA,NA,NA,NA,3.36,3.61,3.56,4.53,6.066273,"2017-2021",3.9,3.7,5.705154,0,NA,NA,1.5,3.7,3.7,3.7,4.53,6.066273,"2017-2021",3.976667,5.705154,NA,5.705154,NA,4.55,"U.S. dollars per bushel"
2022-03-24,"Soybeans","Single contract","CBOT",2021,13.42557,13.25,"3/9/2022",NA,6.2,NA,8.4,NA,NA,NA,NA,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,8.4,13.42557,0,13.25,0,2.2,8.95,9.47,9.33,8.48,8.57,"2015-2019",8.95,13.42557,13.25,13.42557,13.25,13.3,"U.S. dollars per bushel"
2022-03-24,"Soybeans","Single contract","CBOT",2022,14.103221,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.47,9.33,8.48,8.57,10.8,"2016-2020",9.123333,8.4,14.103221,0,NA,NA,2.2,9.47,9.33,8.48,8.57,8.4,"2016-2020",8.793333,14.103221,NA,14.103221,NA,14.2,"U.S. dollars per bushel"
2022-03-24,"Soybeans","Single contract","CBOT",2023,12.868423,NA,NA,NA,6.2,NA,8.4,NA,NA,NA,NA,9.33,8.48,8.57,10.8,13.42557,"2017-2021",9.566667,8.4,12.868423,0,NA,NA,2.2,9.33,8.48,8.57,8.4,8.4,"2017-2021",8.483333,12.868423,NA,12.868423,NA,12.4,"U.S. dollars per bushel"
2022-03-24,"Cotton","Single contract","ICE",2021,0.988565,0.9,"3/9/2022",NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.68,0.686,0.703,0.596,"2015-2019",0.659333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2019",NA,NA,NA,NA,NA,0.914,"U.S. dollars per pound"
2022-03-24,"Cotton","Single contract","ICE",2022,1.003963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.686,0.703,0.596,0.663,"2016-2020",0.676333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-2020",NA,NA,NA,NA,NA,0.848,"U.S. dollars per pound"
2022-03-24,"Cotton","Single contract","ICE",2023,0.812007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,0.703,0.596,0.663,0.988565,"2017-2021",0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-2021",NA,NA,NA,NA,NA,0.761,"U.S. dollars per pound"
2022-03-24,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2021,7.843778,7.5,"3/9/2022",NA,3.38,NA,5.5,NA,NA,NA,NA,4.89,3.89,4.72,5.16,4.58,"2015-2019",4.73,5.5,7.843778,0,7.5,0,2.12,5.5,5.5,5.5,5.5,5.5,"2015-2019",5.5,7.843778,7.5,7.843778,7.5,7.63,"U.S. dollars per bushel"
